<<<<<<< HEAD
,Article identifier (PMID),DrugProt relation,Interactor argument 1,Interactor argument 2
993,15148258,8,T2,T15
994,15148258,4,T4,T25
995,15148258,5,T3,T24
996,10643177,8,T1,T3
997,10643177,8,T2,T3
998,10643177,8,T1,T4
999,10643177,8,T2,T4
1000,17427197,7,T6,T49
1001,17427197,7,T6,T53
1002,17427197,7,T10,T48
1003,17427197,7,T15,T52
1004,17427197,10,T18,T54
1005,17427197,10,T18,T55
1006,17427197,0,T1,T26
1007,17427197,8,T2,T26
1008,17427197,7,T4,T30
1009,17427197,0,T4,T31
1010,17427197,0,T4,T35
1011,17427197,0,T20,T58
1012,23232059,8,T4,T17
1013,23232059,8,T3,T17
1014,23232059,8,T3,T18
1015,23232059,8,T3,T19
1016,23232059,8,T4,T18
1017,23232059,8,T4,T19
1018,23232059,8,T2,T6
1019,23523258,11,T6,T20
1020,23523258,8,T11,T23
1021,23523258,11,T4,T18
1022,23328126,6,T5,T20
1023,23328126,6,T1,T8
1024,2879901,5,T8,T19
1025,2879901,5,T8,T20
1026,2879901,5,T14,T24
1027,10685879,11,T19,T44
1028,10685879,11,T19,T45
1029,10685879,5,T21,T44
1030,10685879,5,T21,T45
1031,10685879,5,T22,T44
1032,10685879,5,T22,T45
1033,10685879,5,T23,T44
1034,10685879,5,T23,T45
1035,10685879,8,T17,T45
1036,10685879,8,T17,T44
1037,10685879,8,T18,T44
1038,10685879,8,T18,T45
1039,10685879,11,T25,T46
1040,10685879,11,T27,T47
1041,10685879,11,T28,T47
1042,10685879,11,T27,T33
1043,10685879,11,T28,T33
1044,10685879,11,T29,T34
1045,10685879,11,T29,T35
1046,10685879,11,T30,T34
1047,10685879,11,T30,T35
1048,10685879,8,T26,T47
1049,10685879,8,T26,T33
1050,10685879,8,T26,T34
1051,10685879,8,T26,T35
1052,10685879,11,T10,T37
1053,10685879,11,T10,T38
1054,10685879,11,T10,T39
1055,10685879,8,T11,T37
1056,10685879,8,T11,T38
1057,10685879,8,T11,T39
1058,10685879,8,T12,T37
1059,10685879,8,T12,T38
1060,10685879,8,T12,T39
1061,23211426,0,T7,T13
1062,23211426,0,T7,T14
1063,17349707,10,T18,T35
1064,17349707,10,T18,T34
1065,17349707,0,T14,T31
1066,17349707,11,T15,T32
1067,17349707,10,T16,T32
1068,17349707,11,T15,T33
1069,17349707,10,T16,T33
1070,17349707,11,T3,T22
1071,17349707,10,T4,T22
1072,17349707,0,T6,T23
1073,15991886,0,T1,T29
1074,15991886,0,T4,T29
1075,15991886,0,T9,T29
1076,15991886,0,T15,T29
1077,15991886,0,T16,T26
1078,15991886,0,T16,T27
1079,15991886,11,T20,T28
1080,12067524,11,T11,T17
1081,12067524,10,T1,T17
1082,12067524,10,T3,T17
1083,12067524,11,T11,T22
1084,12067524,11,T11,T23
1085,12067524,10,T1,T22
1086,12067524,10,T1,T23
1087,12067524,10,T3,T22
1088,12067524,10,T3,T23
1089,12067524,9,T5,T19
1090,12067524,9,T6,T20
1091,14672731,5,T29,T43
1092,14672731,5,T31,T43
1093,14672731,5,T34,T43
1094,14672731,5,T30,T52
1095,14672731,5,T38,T53
1096,14672731,5,T4,T40
1097,14672731,0,T5,T41
1098,14672731,0,T5,T42
1099,14672731,5,T18,T45
1100,14672731,5,T19,T45
1101,11971019,10,T8,T22
1102,11971019,10,T8,T23
1103,11971019,11,T10,T24
1104,11971019,11,T10,T25
1105,11971019,10,T11,T24
1106,11971019,10,T11,T25
1107,11971019,8,T12,T33
1108,11971019,8,T13,T33
1109,11971019,8,T14,T34
1110,11971019,11,T2,T16
1111,11971019,11,T2,T17
1112,11971019,10,T3,T16
1113,11971019,10,T3,T17
1114,11971019,10,T7,T20
1115,11971019,10,T7,T21
1116,11971019,10,T4,T18
1117,11971019,10,T5,T18
1118,11971019,10,T6,T18
1119,23569176,11,T3,T11
1120,23142789,5,T26,T40
1121,23142789,11,T30,T42
1122,23142789,11,T30,T43
1123,23142789,11,T30,T46
1124,23142789,11,T7,T34
1125,23142789,11,T7,T35
1126,23142789,11,T7,T36
1127,23142789,6,T9,T34
1128,23142789,6,T9,T35
1129,23142789,6,T9,T36
1130,23142789,6,T10,T37
1131,23142789,6,T12,T39
1132,15974585,8,T1,T13
1133,15974585,5,T4,T17
1134,15974585,5,T4,T18
1135,15974585,8,T4,T19
1136,23537747,8,T12,T35
1137,23537747,8,T12,T36
1138,23537747,8,T12,T37
1139,23537747,8,T6,T22
1140,23537747,8,T7,T24
1141,23537747,8,T8,T25
1142,23537747,8,T8,T26
1143,23537747,8,T8,T27
1144,23537747,8,T8,T28
1145,23537747,6,T9,T31
1146,23537747,6,T9,T32
1147,23537747,6,T9,T33
1148,23537747,6,T9,T34
1149,23537747,8,T1,T14
1150,23537747,8,T1,T15
1151,23537747,8,T1,T16
1152,23537747,8,T1,T17
1153,23614904,6,T9,T29
1154,23614904,10,T18,T32
1155,23614904,10,T18,T33
1156,23336565,1,T9,T35
1157,23336565,6,T2,T16
1158,23336565,6,T2,T17
1159,12388412,11,T4,T21
1160,12388412,11,T4,T22
1161,7929150,9,T8,T23
1162,7929150,9,T6,T21
1163,7929150,9,T9,T23
1164,7929150,9,T12,T24
1165,7929150,9,T11,T24
1166,7929150,9,T10,T24
1167,7929150,8,T1,T16
1168,7929150,8,T2,T16
1169,7929150,8,T3,T16
1170,7929150,8,T1,T17
1171,7929150,8,T2,T17
1172,7929150,8,T3,T17
1173,7929150,9,T5,T19
1174,8600944,6,T11,T18
1175,8600944,6,T11,T22
1176,8600944,6,T11,T25
1177,8600944,8,T7,T29
1178,8600944,8,T9,T30
1179,8600944,8,T10,T30
1180,8600944,6,T9,T31
1181,8600944,6,T9,T32
1182,8600944,6,T9,T33
1183,8600944,6,T10,T31
1184,8600944,6,T10,T32
1185,8600944,6,T10,T33
1186,8600944,6,T14,T42
1187,8600944,6,T14,T43
1188,8600944,6,T1,T16
1189,8600944,7,T1,T17
1190,8600944,6,T3,T23
1191,8600944,6,T3,T24
1192,8600944,6,T3,T26
1193,23239555,8,T4,T13
1194,23239555,8,T2,T10
1195,23239555,8,T3,T10
1196,10027835,8,T8,T25
1197,10027835,8,T14,T40
1198,10027835,8,T15,T40
1199,10027835,8,T14,T41
1200,10027835,8,T15,T41
1201,10027835,8,T16,T42
1202,10027835,8,T17,T42
1203,10027835,8,T16,T43
1204,10027835,8,T17,T43
1205,10027835,8,T19,T44
1206,10027835,8,T20,T44
1207,10027835,8,T21,T44
1208,10027835,8,T1,T23
1209,10027835,8,T4,T24
1210,10027835,8,T5,T24
1211,10027835,8,T7,T27
1212,10027835,8,T9,T28
1213,10027835,8,T9,T29
1214,10027835,8,T10,T30
1215,10027835,8,T10,T31
1216,10027835,8,T11,T30
1217,10027835,8,T11,T31
1218,10027835,8,T12,T33
1219,17662248,4,T3,T16
1220,17662248,4,T4,T16
1221,17662248,4,T5,T16
1222,17662248,4,T6,T16
1223,23312472,8,T4,T9
1224,23312472,8,T4,T10
1225,23312472,8,T2,T7
1226,23312472,8,T2,T8
1227,23312472,8,T1,T6
1228,17016711,5,T7,T18
1229,17016711,5,T7,T19
1230,17016711,5,T8,T20
1231,17016711,5,T8,T21
1232,17016711,5,T8,T22
1233,23220748,8,T17,T28
1234,23220748,8,T17,T29
1235,23220748,10,T18,T33
1236,23220748,10,T19,T33
1237,23220748,10,T20,T33
1238,23220748,11,T18,T34
1239,23220748,11,T19,T34
1240,23220748,11,T20,T34
1241,23220748,11,T4,T25
1242,23220748,11,T4,T26
1243,23220748,11,T4,T27
1244,19663609,4,T1,T11
1245,23388705,1,T19,T48
1246,23388705,11,T19,T51
1247,23388705,1,T4,T28
1248,23388705,1,T7,T28
1249,23388705,11,T8,T30
1250,23388705,11,T8,T31
1251,23388705,11,T19,T49
1252,23388705,11,T19,T50
1253,23388705,11,T8,T32
1254,23388705,11,T8,T33
1255,23388705,11,T8,T34
1256,23388705,11,T8,T35
1257,23388705,11,T8,T36
1258,23388705,11,T8,T37
1259,23388705,11,T8,T38
1260,23388705,11,T8,T39
1261,23388705,11,T13,T45
1262,23388705,5,T12,T40
1263,23388705,5,T12,T41
1264,23388705,5,T12,T42
1265,23388705,5,T12,T43
1266,23388705,5,T12,T44
1267,23388705,8,T14,T46
1268,23388705,11,T16,T47
1269,23388705,11,T1,T21
1270,23388705,11,T2,T22
1271,23388705,11,T3,T23
1272,17561443,0,T10,T33
1273,22846225,8,T15,T39
1274,22846225,8,T6,T32
1275,22846225,8,T8,T32
1276,22846225,8,T14,T35
1277,22846225,8,T14,T37
1278,22846225,8,T5,T23
1279,22846225,8,T3,T20
1280,22846225,8,T3,T21
1281,22846225,8,T3,T22
1282,22846225,8,T5,T24
1283,22846225,6,T5,T25
1284,22846225,8,T5,T26
1285,22846225,8,T5,T27
1286,16766717,11,T5,T15
1287,23210774,5,T1,T7
1288,23210774,5,T3,T9
1289,23210774,5,T3,T10
1290,16554356,5,T3,T10
1291,23536522,8,T14,T25
1292,23536522,8,T14,T26
1293,23536522,0,T14,T27
1294,23381968,8,T7,T18
1295,23381968,8,T7,T20
1296,23381968,8,T8,T18
1297,23381968,8,T8,T20
1298,16757355,8,T10,T41
1299,16757355,8,T12,T41
1300,16757355,8,T13,T41
1301,16757355,8,T10,T42
1302,16757355,8,T12,T42
1303,16757355,8,T13,T42
1304,16757355,8,T10,T43
1305,16757355,8,T12,T43
1306,16757355,8,T13,T43
1307,16757355,8,T10,T38
1308,16757355,8,T10,T39
1309,16757355,8,T10,T40
1310,16757355,8,T12,T38
1311,16757355,8,T12,T39
1312,16757355,8,T12,T40
1313,16757355,8,T13,T38
1314,16757355,8,T13,T39
1315,16757355,8,T13,T40
1316,16757355,8,T5,T30
1317,16757355,8,T5,T31
1318,16757355,8,T9,T32
1319,16757355,8,T9,T33
1320,16757355,8,T9,T34
1321,16757355,8,T9,T35
1322,16757355,8,T2,T15
1323,16757355,8,T2,T16
1324,16757355,8,T2,T17
1325,16757355,8,T2,T18
1326,16757355,8,T2,T19
1327,16757355,8,T2,T20
1328,16757355,6,T3,T22
1329,16757355,6,T3,T23
1330,16757355,6,T3,T24
1331,16757355,6,T3,T25
1332,12898700,11,T9,T33
1333,12898700,11,T9,T34
1334,12898700,11,T9,T35
1335,12898700,7,T4,T19
1336,12898700,11,T3,T19
1337,12898700,11,T5,T21
1338,12898700,0,T6,T22
1339,12898700,7,T6,T23
1340,23376249,8,T3,T13
1341,23376249,8,T3,T14
1342,23376249,8,T2,T4
1343,16973761,9,T29,T59
1344,16973761,9,T3,T39
1345,16973761,9,T29,T58
1346,16973761,5,T14,T39
1347,16973761,9,T3,T45
1348,16973761,9,T9,T40
1349,16973761,9,T17,T49
1350,16973761,9,T16,T49
1351,16973761,9,T18,T49
1352,16973761,9,T19,T49
1353,16973761,9,T2,T35
1354,17197042,8,T1,T21
1355,17197042,8,T1,T22
1356,17197042,8,T1,T23
1357,17197042,8,T1,T24
1358,17197042,8,T1,T9
1359,17197042,8,T8,T25
1360,15866500,8,T2,T23
1361,15866500,8,T3,T23
1362,15866500,8,T4,T23
1363,15866500,8,T5,T23
1364,15866500,8,T2,T24
1365,15866500,8,T3,T24
1366,15866500,8,T4,T24
1367,15866500,8,T5,T24
1368,15866500,8,T8,T25
1369,15866500,8,T9,T25
1370,15866500,8,T10,T25
1371,23576175,7,T6,T11
1372,23576175,6,T5,T10
1373,23576175,7,T7,T10
1374,22641218,8,T1,T15
1375,22641218,8,T1,T17
1376,22641218,8,T1,T18
1377,22641218,8,T1,T22
1378,22641218,7,T2,T24
1379,22641218,8,T3,T40
1380,23274909,7,T1,T10
1381,10878295,8,T1,T17
1382,10878295,10,T4,T17
1383,22989705,7,T19,T29
1384,22989705,7,T19,T30
1385,22989705,7,T19,T31
1386,22989705,7,T19,T32
1387,22989705,6,T22,T29
1388,22989705,6,T22,T30
1389,22989705,6,T22,T31
1390,22989705,6,T22,T32
1391,15044619,8,T12,T33
1392,15044619,8,T13,T33
1393,10924272,8,T2,T16
1394,10924272,10,T3,T11
1395,18079279,0,T21,T39
1396,18079279,0,T21,T38
1397,18079279,0,T1,T36
1398,18079279,0,T11,T36
1399,18079279,0,T1,T24
1400,18079279,0,T11,T24
1401,18079279,7,T10,T31
1402,18079279,0,T10,T31
1403,18079279,7,T20,T22
1404,18079279,0,T18,T37
1405,18079279,0,T19,T37
1406,18079279,8,T17,T37
1407,18079279,7,T20,T23
1408,18079279,7,T8,T29
1409,18079279,0,T8,T30
1410,18079279,9,T9,T30
1411,17560369,11,T1,T5
1412,17560369,11,T1,T6
1413,23639538,0,T11,T20
1414,23639538,0,T12,T20
1415,24261583,4,T1,T9
1416,24261583,4,T7,T10
1417,24261583,6,T4,T8
1418,24261583,6,T5,T8
1419,24261583,6,T6,T8
1420,14764656,4,T15,T20
1421,14764656,7,T15,T25
1422,14764656,7,T15,T26
1423,14764656,7,T9,T27
1424,14764656,4,T14,T29
1425,14764656,4,T16,T30
1426,14764656,4,T1,T22
1427,14764656,4,T2,T22
1428,14764656,7,T8,T23
1429,16277658,6,T2,T14
1430,16277658,6,T3,T16
1431,19091347,8,T3,T8
1432,18627212,4,T1,T12
1433,18627212,4,T2,T12
1434,18627212,4,T3,T12
1435,18627212,4,T4,T12
1436,18627212,4,T6,T12
1437,23545134,7,T3,T11
1438,23545134,7,T10,T20
1439,17182172,6,T13,T24
1440,17182172,6,T14,T24
1441,17182172,6,T16,T25
1442,17182172,6,T17,T25
1443,16199482,5,T1,T30
1444,16199482,5,T2,T30
1445,16199482,5,T3,T30
1446,16199482,4,T4,T31
1447,16199482,6,T9,T36
1448,16199482,6,T11,T38
1449,10231134,8,T18,T32
1450,10231134,8,T11,T27
1451,10231134,8,T11,T28
1452,10231134,8,T12,T29
1453,10231134,8,T13,T29
1454,10231134,8,T12,T30
1455,17604186,8,T20,T30
1456,17604186,10,T15,T25
1457,17604186,10,T15,T29
1458,17604186,8,T9,T26
1459,17604186,8,T10,T27
1460,17604186,8,T11,T28
1461,17604186,7,T1,T23
1462,17604186,8,T7,T24
1463,23305993,8,T3,T12
1464,23305993,8,T8,T12
1465,23305993,8,T3,T13
1466,23305993,8,T8,T13
1467,23305993,0,T3,T14
1468,23305993,0,T8,T14
1469,23305993,0,T3,T15
1470,23305993,0,T8,T15
1471,23305993,8,T4,T17
1472,23305993,8,T4,T18
1473,23305993,1,T5,T19
1474,23305993,1,T5,T20
1475,23305993,1,T5,T21
1476,23305993,1,T5,T22
1477,23305993,8,T2,T10
1478,23305993,0,T2,T11
1479,23305993,4,T1,T9
1480,23305993,6,T1,T24
1481,23305993,6,T1,T25
1482,17251323,4,T2,T19
1483,17251323,4,T1,T18
1484,23475370,7,T8,T25
1485,23475370,7,T9,T11
1486,23475370,7,T9,T12
1487,23475370,6,T2,T13
1488,23475370,6,T4,T15
1489,23475370,7,T4,T14
1490,15664409,11,T3,T19
1491,15664409,11,T3,T20
1492,16905533,11,T1,T18
1493,16905533,11,T2,T18
1494,16905533,11,T1,T20
1495,16905533,11,T2,T20
1496,16905533,10,T11,T18
1497,16905533,10,T11,T20
1498,16905533,9,T6,T26
1499,16905533,9,T7,T27
1500,16905533,9,T8,T31
1501,16905533,9,T9,T31
1502,16905533,9,T10,T31
1503,10991997,0,T5,T16
1504,22634360,1,T12,T26
1505,22634360,0,T10,T20
1506,23603339,6,T5,T31
1507,23603339,8,T12,T34
1508,23603339,6,T12,T35
1509,23603339,7,T17,T35
1510,23603339,11,T13,T34
1511,23603339,11,T14,T34
1512,23603339,4,T20,T40
1513,23603339,6,T6,T29
1514,23131177,1,T12,T28
1515,10617684,8,T20,T31
1516,10617684,8,T1,T27
1517,10617684,9,T8,T27
1518,23295227,5,T27,T56
1519,23295227,5,T27,T57
1520,23295227,8,T26,T58
1521,23295227,5,T24,T48
1522,23295227,5,T1,T48
1523,23295227,8,T1,T30
1524,23295227,8,T11,T30
1525,23295227,5,T13,T41
1526,23295227,5,T13,T42
1527,23295227,5,T14,T41
1528,23295227,5,T14,T42
1529,23295227,8,T16,T43
1530,23295227,8,T16,T44
1531,23295227,8,T16,T45
1532,23295227,8,T19,T49
1533,23295227,9,T20,T52
1534,23295227,9,T21,T52
1535,23295227,8,T22,T52
1536,23295227,5,T23,T53
1537,23295227,5,T23,T54
1538,23295227,5,T25,T55
1539,23295227,5,T2,T29
1540,23295227,5,T3,T29
1541,23295227,9,T5,T33
1542,23295227,9,T6,T33
1543,23295227,9,T5,T32
1544,23295227,9,T6,T33
1545,23295227,9,T8,T34
1546,23295227,9,T9,T35
1547,23295227,5,T10,T35
1548,23295227,8,T12,T39
1549,23295227,8,T12,T40
1550,23295227,9,T5,T31
1551,23295227,9,T6,T31
1552,17114825,7,T15,T25
1553,17114825,11,T5,T17
1554,17114825,8,T5,T17
1555,17114825,8,T10,T23
1556,17114825,8,T11,T23
1557,23382381,6,T2,T28
1558,23382381,7,T2,T29
1559,23382381,6,T3,T28
1560,23382381,7,T3,T29
1561,23382381,9,T1,T13
1562,11330337,5,T41,T56
1563,11330337,5,T42,T56
1564,11330337,5,T24,T51
1565,11330337,5,T25,T51
1566,11330337,8,T2,T43
1567,11330337,8,T3,T43
1568,11330337,5,T4,T44
1569,11330337,5,T5,T44
1570,11330337,8,T6,T45
1571,11330337,8,T7,T45
1572,11330337,8,T8,T45
1573,11330337,8,T9,T45
1574,11330337,8,T10,T45
1575,11330337,8,T11,T45
1576,11330337,8,T12,T45
1577,11330337,8,T13,T45
1578,11330337,8,T14,T45
1579,11330337,8,T15,T45
1580,11330337,5,T19,T47
1581,11330337,5,T23,T50
1582,11330337,5,T21,T50
1583,11330337,8,T6,T46
1584,11330337,8,T7,T46
1585,11330337,8,T8,T46
1586,11330337,8,T9,T46
1587,11330337,8,T10,T46
1588,11330337,8,T11,T46
1589,11330337,8,T12,T46
1590,11330337,8,T13,T46
1591,11330337,8,T14,T46
1592,11330337,8,T15,T46
1593,17119350,9,T1,T11
1594,17119350,9,T1,T12
1595,17119350,0,T3,T18
1596,17119350,0,T3,T17
1597,17119350,0,T3,T13
1598,17119350,0,T3,T14
1599,17119350,0,T3,T11
1600,17119350,0,T3,T12
1601,12080538,8,T14,T23
1602,12080538,8,T18,T19
1603,23248200,11,T13,T25
1604,23248200,11,T11,T23
1605,23248200,11,T14,T34
1606,23248200,11,T15,T35
1607,23248200,8,T1,T18
1608,23248200,8,T2,T18
1609,23248200,8,T3,T18
1610,23248200,8,T4,T18
1611,23248200,8,T5,T18
1612,23248200,8,T6,T18
1613,23248200,8,T7,T18
1614,23248200,11,T9,T18
1615,23248200,11,T10,T20
1616,23248200,11,T10,T21
1617,23500659,6,T9,T16
1618,23500659,7,T9,T17
1619,23500659,7,T9,T18
1620,23500659,6,T10,T19
1621,23500659,6,T10,T20
1622,23500659,6,T10,T21
1623,23500659,6,T10,T22
1624,23500659,6,T10,T23
1625,23500659,8,T10,T24
1626,14716684,5,T9,T18
1627,14716684,5,T9,T22
1628,14716684,8,T7,T23
1629,14716684,11,T1,T14
1630,14716684,11,T2,T15
1631,23639875,8,T10,T45
1632,23639875,10,T7,T25
1633,23639875,10,T7,T27
1634,23639875,10,T8,T25
1635,23639875,10,T8,T27
1636,23639875,8,T1,T44
1637,23639875,8,T2,T12
1638,6701456,4,T3,T13
1639,6701456,4,T4,T13
1640,6701456,4,T6,T14
1641,6701456,8,T3,T12
1642,6701456,8,T4,T12
1643,6701456,8,T6,T15
1644,23583485,8,T8,T27
1645,23583485,8,T3,T19
1646,23583485,8,T3,T20
1647,23583485,8,T3,T21
1648,23583485,8,T3,T22
1649,23583485,11,T4,T23
1650,23583485,11,T5,T24
1651,23583485,8,T6,T25
1652,23583485,8,T7,T26
1653,23337567,0,T7,T35
1654,23337567,7,T2,T9
1655,23337567,7,T2,T10
1656,23337567,7,T2,T11
1657,23337567,7,T2,T12
1658,23337567,7,T2,T13
1659,23337567,7,T2,T14
1660,23337567,7,T2,T15
1661,23337567,0,T2,T16
1662,17321471,6,T13,T40
1663,17321471,8,T20,T44
1664,17321471,1,T23,T45
1665,17321471,1,T24,T46
1666,17321471,6,T23,T47
1667,17321471,6,T24,T47
1668,17321471,4,T29,T48
1669,17321471,4,T1,T32
1670,17321471,6,T2,T33
1671,17321471,6,T3,T33
1672,17321471,7,T29,T33
1673,17321471,7,T1,T33
1674,17321471,6,T9,T34
1675,17321471,6,T11,T35
1676,17321471,8,T14,T38
1677,23376440,7,T21,T45
1678,23376440,0,T21,T46
1679,23376440,7,T17,T37
1680,23376440,7,T17,T38
1681,23376440,7,T19,T39
1682,23376440,7,T19,T40
1683,23376440,7,T20,T42
1684,23376440,7,T2,T24
1685,23376440,6,T3,T24
1686,23376440,7,T4,T24
1687,23376440,7,T5,T24
1688,23376440,8,T4,T25
1689,23376440,8,T5,T25
1690,23376440,8,T4,T26
1691,23376440,8,T5,T26
1692,23376440,7,T8,T27
1693,23376440,0,T8,T28
1694,2248058,11,T16,T29
1695,2248058,11,T18,T22
1696,2248058,8,T20,T30
1697,2248058,8,T1,T24
1698,2248058,8,T7,T25
1699,2248058,8,T8,T25
1700,2248058,8,T9,T25
1701,2248058,8,T7,T26
1702,2248058,8,T8,T26
1703,2248058,8,T9,T26
1704,2248058,8,T10,T27
1705,2248058,8,T15,T28
1706,2248058,8,T17,T21
1707,2248058,8,T11,T27
1708,2248058,8,T12,T27
1709,2248058,8,T13,T27
1710,2248058,8,T14,T27
1711,23523780,8,T2,T6
1712,23523780,8,T2,T7
1713,6150080,11,T2,T15
1714,6150080,0,T10,T23
1715,6150080,11,T3,T16
1716,6150080,11,T4,T16
1717,6150080,8,T5,T17
1718,6150080,8,T6,T17
1719,11969359,8,T11,T39
1720,11969359,8,T12,T39
1721,11969359,6,T11,T40
1722,11969359,6,T12,T40
1723,11969359,8,T1,T13
1724,11969359,8,T2,T14
1725,11969359,8,T3,T16
1726,11969359,8,T4,T16
1727,11969359,6,T5,T17
1728,11969359,6,T6,T17
1729,11969359,6,T7,T17
1730,11969359,8,T9,T24
1731,11969359,8,T10,T24
1732,11969359,8,T9,T23
1733,11969359,8,T10,T23
1734,11969359,6,T9,T25
1735,11969359,6,T10,T25
1736,11215397,5,T3,T10
1737,11215397,5,T3,T11
1738,11215397,5,T6,T12
1739,23085979,5,T3,T17
1740,23085979,5,T4,T17
1741,23085979,5,T5,T17
1742,23085979,6,T3,T18
1743,23085979,6,T4,T18
1744,23085979,6,T5,T18
1745,23085979,8,T1,T7
1746,23350847,8,T2,T5
1747,23350847,8,T1,T4
1748,23541086,5,T4,T14
1749,23541086,5,T4,T15
1750,23541086,5,T5,T16
1751,23541086,5,T5,T17
1752,23473801,8,T12,T26
1753,23473801,8,T15,T28
1754,23473801,8,T15,T29
1755,23473801,8,T15,T30
1756,23473801,8,T15,T31
1757,23473801,8,T15,T32
1758,23473801,8,T15,T33
1759,23473801,8,T15,T34
1760,23473801,8,T19,T35
1761,23473801,8,T7,T22
1762,23473801,8,T7,T23
1763,23473801,8,T7,T24
1764,23473801,8,T7,T25
1765,6222739,5,T22,T31
1766,6222739,5,T21,T26
1767,6222739,5,T13,T26
1768,6222739,5,T18,T29
1769,6222739,5,T19,T29
1770,6222739,5,T2,T23
1771,6222739,5,T2,T30
1772,15276688,8,T17,T34
1773,15276688,8,T17,T35
1774,15276688,8,T21,T36
1775,17653850,5,T3,T14
1776,17653850,11,T10,T17
1777,17653850,10,T1,T17
1778,11316248,10,T9,T12
1779,23200736,6,T8,T13
1780,23200736,6,T8,T14
1781,23200736,6,T8,T15
1782,23200736,6,T8,T16
1783,23200736,6,T8,T17
1784,23200736,6,T8,T18
1785,23200736,6,T11,T19
1786,23200736,8,T11,T20
1787,23552851,7,T8,T21
1788,23552851,7,T8,T22
1789,23552851,6,T11,T14
1790,23552851,8,T11,T15
1791,23552851,8,T11,T16
1792,23485651,7,T23,T50
1793,23485651,0,T23,T51
1794,23485651,0,T3,T38
1795,10954021,8,T1,T19
1796,23432061,11,T1,T4
1797,23432061,11,T2,T3
1798,8622118,1,T6,T22
1799,8622118,1,T7,T22
1800,8622118,1,T8,T22
1801,8622118,1,T9,T22
1802,8622118,4,T11,T23
1803,23287539,0,T18,T22
1804,23287539,6,T5,T21
1805,23590882,9,T1,T7
1806,23590882,9,T1,T8
1807,15133083,8,T3,T27
1808,15133083,11,T2,T24
1809,15133083,5,T4,T27
1810,7853212,4,T20,T39
1811,7853212,8,T20,T40
1812,7853212,5,T6,T26
1813,7853212,8,T6,T27
1814,7853212,4,T8,T28
1815,7853212,4,T9,T28
1816,7853212,4,T10,T28
1817,7853212,4,T11,T28
1818,7853212,11,T12,T29
1819,7853212,11,T14,T30
1820,7853212,5,T19,T38
1821,7853212,11,T2,T22
1822,7853212,8,T1,T22
1823,7853212,4,T4,T23
1824,7853212,8,T4,T24
1825,7853212,8,T8,T29
1826,7853212,8,T9,T29
1827,7853212,8,T10,T29
1828,7853212,8,T11,T29
1829,7853212,11,T14,T31
1830,7853212,8,T8,T31
1831,7853212,8,T9,T31
1832,7853212,8,T10,T31
1833,7853212,8,T11,T31
1834,7853212,8,T15,T34
1835,7853212,8,T16,T34
1836,16828882,6,T6,T20
1837,16828882,5,T6,T22
1838,16828882,5,T6,T23
1839,16828882,6,T10,T29
1840,10430100,8,T22,T39
1841,10430100,8,T23,T39
1842,10430100,8,T22,T30
1843,10430100,8,T23,T30
1844,10430100,11,T13,T32
1845,10430100,11,T13,T33
1846,1336906,5,T1,T13
1847,17319904,7,T1,T12
1848,17319904,7,T1,T13
1849,1450993,11,T3,T6
1850,9231746,8,T10,T22
1851,9231746,8,T11,T22
1852,9231746,8,T8,T22
1853,9231746,8,T12,T25
1854,9231746,8,T12,T26
1855,9231746,8,T12,T27
1856,9231746,8,T13,T27
1857,9231746,8,T13,T26
1858,9231746,8,T13,T25
1859,9231746,5,T1,T18
1860,9231746,5,T15,T18
1861,9231746,8,T2,T19
1862,9231746,8,T2,T18
1863,23587660,11,T2,T9
1864,23200255,8,T4,T12
1865,23200255,8,T4,T13
1866,23200255,8,T5,T14
1867,23200255,8,T5,T15
1868,23200255,8,T3,T12
1869,23200255,8,T3,T13
1870,23200255,8,T6,T14
1871,23200255,8,T6,T15
1872,9584217,8,T13,T21
1873,9584217,8,T1,T19
1874,9584217,8,T8,T19
1875,9584217,8,T4,T18
1876,9584217,8,T7,T18
1877,9584217,8,T2,T16
1878,9584217,5,T6,T17
1879,23543321,10,T5,T16
1880,23543321,10,T5,T17
1881,23543321,10,T2,T10
1882,23543321,10,T2,T11
1883,23402371,11,T3,T13
1884,23402371,11,T4,T13
1885,23402371,11,T3,T14
1886,23402371,11,T4,T14
1887,23402371,11,T1,T8
1888,23402371,11,T1,T9
1889,23402371,11,T1,T10
1890,23410798,8,T14,T19
1891,23410798,8,T7,T15
1892,23515287,0,T20,T51
1893,23515287,0,T19,T51
1894,23515287,0,T21,T51
1895,23515287,5,T10,T41
1896,23515287,0,T10,T41
1897,23515287,5,T11,T41
1898,23515287,0,T11,T41
1899,23515287,5,T12,T41
1900,23515287,0,T12,T41
1901,23515287,5,T10,T42
1902,23515287,0,T10,T42
1903,23515287,5,T11,T42
1904,23515287,0,T11,T42
1905,23515287,5,T12,T42
1906,23515287,0,T12,T42
1907,23515287,5,T10,T43
1908,23515287,0,T10,T43
1909,23515287,5,T11,T43
1910,23515287,5,T12,T43
1911,23515287,0,T11,T43
1912,23515287,0,T12,T43
1913,23515287,7,T15,T47
1914,23515287,0,T15,T48
1915,23515287,7,T16,T49
1916,23515287,7,T17,T49
1917,23515287,7,T2,T23
1918,23515287,0,T4,T27
1919,23515287,0,T7,T35
1920,23515287,0,T7,T36
1921,23515287,0,T7,T37
1922,18290715,5,T18,T30
